GeneID	Control1	Control2	Control3	Control4	KO1	KO2	KO3	KO4
Olfr917	0	0	0	0	0	0	0	0
Ldha	13437	14065	15359	13670	8286	12016	9976	10323
Olfr535	0	0	0	0	0	0	0	0
Serpina11	0	0	0	0	0	0	0	0
Gpr84	0	0	0	0	0	12	0	0
Ptpmt1	542	631	446	459	359	547	431	642
1110038F14Rik	569	1049	633	461	582	677	659	1168
Grm4	97	0	0	0	0	0	2	0
Olfr133	0	0	0	0	0	0	0	0
Zfp993	49	45	29	15	26	35	33	51
Krtap4-1	0	0	0	0	0	0	0	0
Gm4744	0	0	0	0	0	0	0	0
Scoc	1200	978	959	1018	611	457	456	701
Syt10	0	0	0	0	0	0	0	0
Parp10	85	600	0	81	0	58	76	9
Naa15	830	1144	1061	696	758	1078	1008	1476
Hacd1	236	654	314	172	258	237	238	381
Gm10128	0	0	0	0	0	0	0	0
Zfp35	26	236	79	241	11	334	175	344
Tmem117	275	3	257	279	155	90	108	239
Luzp2	0	0	0	0	0	0	0	0
Psg20	0	0	0	0	0	0	0	0
Rpl27	17194	13061	12632	10780	12992	15393	13186	15584
Usp31	243	148	518	344	196	460	206	436
1190007I07Rik	264	303	177	230	275	304	210	350
Krr1	746	191	418	392	374	344	338	309
Olfr874	0	0	0	0	0	0	0	0
Slc39a4	128	154	195	183	151	155	20	86
Mapk1	2650	2328	2397	3079	2123	3201	2739	2832
Alg11	949	778	1392	1224	463	715	509	683
3300002I08Rik	8	10	46	8	1	0	28	20
Olfr763	0	0	0	0	0	0	0	0
Ifna13	0	0	0	0	0	0	0	0
Olfr945	0	0	0	0	0	0	0	0
Bcl9l	237	116	117	53	154	248	102	156
Zfp947	65	31	31	51	21	17	115	16
Olfr1387	0	0	0	0	0	0	0	0
Olfr293	0	0	0	0	0	0	0	0
Tmed5	1570	1067	1386	1393	1296	1274	1640	1441
Lrrc43	0	0	0	0	11	1	0	0
Stk24	491	230	311	352	294	424	269	399
Gm10131	120	82	106	100	149	94	85	162
Cyp26b1	38	0	0	0	0	0	9	19
Ddo	0	32	0	0	0	0	0	0
Wscd2	0	1	0	0	0	0	0	0
Sorcs3	0	0	0	0	0	0	0	0
B9d2	439	868	191	225	200	215	215	123
Nmral1	121	355	109	0	181	133	51	237
Plppr1	0	0	0	0	1	0	0	0
Ube2d2b	0	0	0	0	0	0	2	12
Syne2	1214	3807	1735	759	1044	1198	1938	1871
D630045J12Rik	354	220	140	288	124	235	148	226
Rps15	24217	19455	17860	14770	15365	23058	16476	19439
Lrmda	605	333	222	354	45	90	167	167
Tas2r114	0	0	0	0	0	0	0	0
Snu13	5915	4274	3766	4018	4301	4887	4137	4807
Zkscan7	39	0	86	1	32	13	33	35
Arhgap22	0	20	26	12	9	30	44	39
Gm1330	0	0	0	0	0	0	0	0
Snrnp70	535	326	312	592	409	564	582	644
Ly6m	4	7	5	10	4	13	10	15
Eno1	7564	12864	7725	6438	8574	11638	8267	9334
Stmnd1	0	0	0	0	30	0	17	0
Sema3e	0	31	0	0	44	80	59	117
Zfp773	0	0	0	1	0	0	32	0
Olfr322	0	0	0	0	0	0	0	0
Nup98	364	152	419	89	126	216	254	397
Aox1	671	623	702	406	14	144	220	434
Col23a1	0	240	0	0	0	47	13	0
Jazf1	59	34	31	36	188	103	36	68
Klhdc3	440	1206	707	454	1239	1264	625	966
Olfr666	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	0	0	0	0
Slc22a28	0	0	0	0	0	0	0	0
Gng8	0	0	0	0	0	2	0	0
Egfem1	0	0	0	0	0	0	0	0
Ccdc102a	70	37	43	0	40	44	53	53
Olfr64	0	0	0	0	0	0	0	0
Unc5d	0	0	3	0	0	0	0	0
Sox11	52	29	12	13	49	61	28	55
Jakmip1	44	41	275	217	79	159	79	171
Cnfn	0	0	0	0	0	0	0	0
Slc22a21	87	0	154	102	5	168	166	239
Gm10135	0	0	0	0	0	0	0	0
Zbtb18	325	135	347	110	173	312	352	338
Olfr98	0	0	0	0	0	0	0	0
Krt73	0	0	0	3	0	0	0	0
Brwd3	341	114	270	232	200	189	217	215
Nkx6-3	0	0	0	0	0	0	0	0
Crb1	0	0	0	0	0	0	0	0
Glyat	0	4	0	2	0	0	0	1
Pcdhb5	0	2	0	32	9	0	0	0
Hist2h2ab	0	0	0	2	0	0	3	0
Cycs	7298	4834	5449	5710	4577	3746	3327	4875
Sfxn4	2	69	43	47	1	91	22	44
Mapk15	2	0	8	30	0	18	81	0
Klk1b24	0	0	0	33	0	0	0	0
Olfr816	0	0	0	0	0	0	0	0
Tnfrsf11b	0	110	0	154	0	0	0	128
Magea6	0	0	0	0	0	0	0	0
Hsd3b2	45	53	34	44	41	43	66	70
Rnf217	189	197	121	180	339	300	271	311
Tas2r129	0	0	0	0	0	0	0	0
Olfr508	0	0	0	0	0	0	0	0
Chadl	0	0	0	38	0	0	33	4
S100a7a	8	20	118	0	2	9	29	61
Olfr1469	0	0	0	0	0	0	0	0
Chil4	0	0	0	0	0	0	0	0
Olfr282	0	0	0	0	0	0	0	0
Utp14a	485	438	598	188	315	523	332	748
Chchd1	1217	1617	1077	692	938	613	745	991
Slc22a8	0	0	0	0	0	0	0	0
Prpf38a	1055	1634	1228	895	1119	897	1013	1023
Ap3s2	538	1030	530	519	383	446	521	516
Hspbp1	636	891	482	466	508	1004	387	672
Lin28b	0	0	0	0	0	0	0	0
Gpatch1	42	49	334	220	15	172	103	172
Alms1	65	21	46	32	180	45	93	39
Arl9	0	12	0	0	14	15	62	58
Dupd1	0	0	0	0	0	0	0	0
Olfr532	0	0	0	0	0	0	0	0
Olfr1382	0	0	0	0	0	0	0	0
Cdc42ep5	8496	4568	7443	5776	6610	7644	5487	6879
Olfr862	0	0	0	0	0	0	0	0
Olfr1276	0	0	0	0	0	0	0	0
Gm21731	0	0	0	0	0	0	0	0
Ppcdc	791	487	1215	436	510	598	1377	1029
Rnf183	0	72	0	0	0	0	0	0
Gpx1	21696	30675	15320	12824	16641	19730	14446	20597
Olfr1511	0	0	0	0	0	0	0	0
Chd4	1554	1584	1798	1519	1226	2580	1668	2352
Slc24a3	0	0	0	17	0	0	2	49
Olfr376	0	0	0	0	0	0	0	0
Uqcrh	11846	7784	7956	7397	7220	9158	6871	9310
Ptcd3	738	1359	1019	986	792	1206	756	1611
Nlgn1	38	20	5	7	4	16	4	6
Rpl7l1	1981	1859	2356	1287	1390	1433	1077	1732
Crem	1332	1465	1694	1635	618	687	462	955
Zkscan8	267	96	606	182	210	121	213	273
Nupl1	285	167	369	193	306	339	272	308
CAAA01118383	65	108	81	75	34	123	80	24
Adam26b	0	0	0	0	0	0	0	0
Klk1	65	48	174	0	0	0	0	0
Dpp3	229	674	332	326	444	729	371	573
Gm10139	0	0	0	0	0	0	0	0
Srrm4	0	0	0	0	0	1	0	0
Cyp4a32	0	0	0	0	0	0	0	0
Pepd	565	1103	1028	655	1135	1487	1052	1488
Poteg	0	0	0	0	0	0	0	0
Zar1	0	0	0	0	0	0	0	0
Brpf3	73	84	146	65	65	71	121	53
Amd2	78	26	102	105	85	63	90	81
Hist2h2aa2	0	0	0	0	0	0	0	0
Krt88	32	2	0	21	61	113	70	44
Nr6a1	271	2	161	348	221	248	124	207
Slco1a5	0	0	0	0	0	0	0	0
Olfr120	0	0	0	0	0	0	0	0
Vmn1r211	0	0	0	0	0	0	0	0
Olfr190	0	0	0	0	0	0	0	0
Dppa1	0	0	0	0	0	0	0	0
Gm648	0	0	0	0	0	0	0	0
Klk8	46	50	24	97	221	596	490	750
Pym1	83	57	46	19	114	60	73	60
Mro	0	67	0	0	1	9	0	6
Gpn1	1381	733	1062	657	1189	588	751	1194
Ccr1l1	0	0	0	0	0	0	0	0
Olfr319	0	0	0	0	0	0	0	0
Scgb3a1	0	0	0	0	0	0	0	0
Dzip3	172	165	217	6	199	75	145	180
BC048507	0	0	0	0	0	0	2	0
Ipcef1	0	0	0	0	2	2	0	0
Mtx1	854	1307	915	1127	900	1102	1440	1808
Fbln2	237	7880	328	498	0	0	0	235
Olfr1202	0	0	0	0	0	0	0	0
Vrk2	215	250	257	203	243	277	156	375
Cnnm2	45	51	25	1	4	94	154	115
Hcst	9	12	0	0	23	6	0	16
Olfr963	0	0	0	0	0	0	0	0
Cadm2	1	0	65	51	38	4	7	6
Mocs1	329	478	503	420	342	397	508	530
Olfr96	0	0	0	0	0	0	0	0
Prr36	9	0	1	65	5	5	2	44
Med14	445	245	1139	375	344	407	291	761
Cenpj	17	89	107	2	166	96	42	37
Gm14781	0	0	0	0	0	0	0	0
Rhox8	0	0	0	0	1	0	0	0
Fam172a	354	846	506	561	812	714	666	773
Trim38	0	0	0	0	0	0	0	0
Zfp69	0	139	83	3	35	38	14	0
Arih2	1149	970	1277	810	811	880	1046	1114
Rab44	57	0	0	0	0	27	3	0
Prol1	0	0	0	0	0	0	0	0
Izumo1	0	0	0	0	0	0	0	4
Krt39	5	0	0	0	0	0	11	0
Ghrl	0	9	8	1	0	21	0	15
Tnnt1	133	0	0	0	1	0	0	0
Rab3ip	833	364	666	567	574	646	764	572
Zfp936	0	0	0	0	0	0	0	0
Krt2	0	0	0	0	27	0	0	0
4430402I18Rik	0	0	33	15	0	0	0	0
Ano6	2708	3281	2756	1896	2219	2434	2334	3302
Defa24	0	0	0	0	0	0	0	0
Ifi27	736	3394	1042	281	15	24	126	0
Hist2h2aa1	0	0	0	0	0	0	0	0
Olfr694	0	0	0	0	0	0	0	0
Gsdma3	0	0	0	0	0	0	0	0
Paqr9	0	0	0	0	0	0	1	0
Gm5414	4	0	0	0	0	0	0	0
Chil1	206	1152	538	3	0	0	0	0
Plcxd1	0	0	0	0	3	0	0	0
Olfr329-ps	0	0	0	0	0	0	0	0
Ethe1	7511	5488	5569	4157	1578	2315	1538	2590
Vmn1r13	0	0	0	0	0	3	0	0
Gimap8	0	0	0	0	1	0	0	1
Zfp428	27	71	29	102	23	96	53	148
Hvcn1	0	0	3	0	0	0	16	6
Gpbar1	0	73	0	4	12	0	0	0
Ccdc146	0	0	0	0	0	0	0	0
Cdpf1	348	999	558	337	794	753	516	896
Hist1h4k	0	36	0	0	10	0	0	0
Tank	1124	649	1285	1292	1144	711	822	914
Cntn4	15	281	0	0	0	14	1	0
Aox3	993	882	220	44	0	0	0	1
Clasp1	208	120	199	471	374	207	381	497
Lrrc51	553	714	1031	1157	599	644	674	834
2410137M14Rik	0	0	0	0	0	0	0	3
Zpld1	0	0	0	0	0	0	0	0
Hhip	0	151	0	0	0	0	0	0
Siva1	7637	3453	5234	4194	4816	6438	4295	6962
Scn1a	0	120	0	0	0	0	2	1
Pde6h	1	0	1	5	4	32	0	1
Olfr926	0	0	0	0	1	0	0	0
mt-Nd1	61708	32628	43535	54123	35323	27572	29217	37767
mt-Nd2	14562	6383	10461	12945	7553	4548	5781	7176
mt-Co1	140987	76858	112496	126271	102761	64701	76356	98800
mt-Co2	603	306	495	511	405	254	285	458
mt-Atp8	2860	1408	1739	2230	1106	1056	1129	1267
mt-Atp6	797	311	518	921	376	253	265	404
mt-Co3	57	41	49	28	31	39	30	50
mt-Nd3	33	21	33	16	13	10	12	18
mt-Nd4	35362	23141	28318	30431	20239	18077	18611	24351
mt-Nd5	18883	11503	16435	15666	12356	10568	11220	13743
mt-Nd6	3075	1721	2179	2389	1453	1789	1710	1977
mt-Cytb	173429	108837	133980	150932	93880	77675	78478	100328
Selenop	2887	5829	2423	2297	3988	2661	3288	4073
mt-Nd4l	0	0	0	0	0	0	0	0
C330021F23Rik	0	0	0	0	0	0	0	0
Tacc1	906	1168	1361	1058	1225	1084	1263	1552
Defa37	0	0	0	0	0	0	0	0
Ifitm7	0	0	0	0	0	0	0	0
Cpped1	375	203	469	287	370	278	202	530
Cd209b	0	0	0	0	0	0	0	0
Aurkaip1	2341	2713	1819	1788	1864	2044	2008	1848
Zfp985	1	0	1	0	0	0	0	0
Zfp979	0	9	0	0	8	1	3	0
Zfp600	0	0	0	0	2	0	0	0
Zfp987	4	0	9	0	3	2	8	5
Dhrs3	10086	5620	13866	9838	7046	10265	8493	13621
Gm10436	0	0	0	0	0	0	0	0
Oog2	0	0	0	0	0	0	0	0
Gm13023	0	0	0	0	0	0	0	0
Ubr4	2142	1449	1631	1727	740	1353	1220	1547
Hnrnpr	1487	964	1541	1081	1640	1350	1754	2251
Med18	1	94	44	51	0	54	70	1
Phactr4	439	287	485	309	451	531	621	857
Cldn19	0	0	0	6	8	3	0	0
Olfr1335	0	0	0	0	0	0	0	0
Cyp4a12a	0	0	0	0	0	0	0	0
Cyp4a10	0	0	0	0	0	0	0	0
Insl5	0	0	0	0	20	0	0	0
Cyp2j11	0	0	0	0	0	0	0	0
Krtap5-1	0	0	0	0	0	0	0	0
Gm10153	0	0	0	0	0	0	0	0
Gm12666	0	0	0	0	0	0	0	0
Muc5b	0	0	0	0	0	0	0	0
Adamtsl1	8	808	109	3	0	3	5	10
Olfr45	0	0	0	0	0	0	0	0
Kndc1	0	0	0	1	0	0	0	0
Gm11487	0	0	0	0	0	0	0	0
Gm11232	0	0	0	0	0	0	0	0
Prpf4	204	137	522	570	323	411	286	262
Cdc26	1285	1130	1278	902	1128	1098	1381	1214
Slc31a1	1725	1698	1194	1073	1428	1321	1250	1530
Fkbp15	112	279	186	374	263	138	348	194
Slc31a2	220	919	410	18	319	109	78	287
Mup21	0	0	0	0	0	0	0	0
Mup3	0	0	0	0	0	0	0	0
Cacng3	0	0	0	0	0	1	0	0
Anks6	0	0	0	0	0	106	4	110
Spag8	9	14	31	19	1	0	0	3
Gpr139	0	0	0	0	0	0	0	0
Arid3c	0	0	20	0	0	0	0	0
Ipo7	151	120	355	387	227	395	196	264
Tmem42	560	1035	623	358	508	455	474	680
Pomgnt2	31	0	45	0	7	121	2	85
Olfr519	0	0	0	0	0	0	0	0
Olfr517	0	0	0	0	0	0	0	0
Olfr514	0	0	0	0	0	0	0	3
Olfr467	0	0	0	0	0	0	0	0
Olfr206	0	0	0	0	0	0	0	0
Trim12a	180	292	202	57	139	247	168	137
Olfr640	0	0	0	0	0	0	0	0
Olfr639	0	0	0	0	0	0	0	0
Olfr586	0	0	0	0	2	0	0	0
Olfr575	0	0	0	0	0	0	0	1
Olfr559	0	0	0	0	0	0	0	0
Olfr33	0	0	0	1	0	0	0	0
Vps37b	296	135	323	114	150	301	254	158
Chrna10	0	0	0	15	0	0	0	0
Numa1	1094	582	1327	979	966	678	1568	1722
Rtp3	0	0	0	0	0	0	0	0
Impad1	1451	891	1071	1012	1091	1011	1046	1632
Wdr6	139	834	260	344	322	334	441	284
Tcl1b1	0	0	0	0	0	0	2	0
Serpina3c	0	1	0	0	0	0	0	0
Serpina3f	0	46	0	0	0	1	0	0
Serpina3b	0	0	0	3	0	0	0	0
Serpina1a	0	0	0	0	0	0	0	0
Actl11	0	0	0	4	0	14	0	0
Vmn2r65	0	0	0	0	0	0	0	0
Gm10160	0	0	0	0	0	0	0	0
Iqcf5	0	0	0	0	0	0	0	0
Iqcf1	0	0	0	0	0	0	0	0
Nrxn3	0	0	0	0	0	2	18	0
Akap13	1168	2004	1926	1639	978	801	1052	1051
Msl2	199	112	244	373	120	145	170	242
Plekhd1	10	0	9	0	0	0	0	0
Zfyve26	3	250	75	189	117	239	129	275
Rdh11	370	278	139	265	448	147	215	230
Mthfs	143	103	145	107	121	116	141	170
Hmgn3	938	771	923	962	1372	1174	1471	1578
Omt2a	0	0	0	0	0	0	0	0
Izumo2	0	0	0	0	0	0	0	0
Ankdd1a	51	8	104	0	45	29	17	51
Klk1b5	0	0	0	0	0	0	0	0
Klk1b4	0	0	0	0	0	0	0	0
Klk1b3	0	0	0	0	0	0	0	0
Klk1b21	0	0	0	0	0	0	0	0
Vmn2r57	0	0	0	0	0	0	0	0
Hmgb1	14363	13743	12340	11137	13605	13748	12790	15375
Lsm14a	1116	786	926	844	752	736	765	924
4931406P16Rik	102	293	85	110	20	55	122	229
Scgb1b27	0	0	0	0	0	0	0	0
Scgb2b27	0	0	0	0	0	0	0	0
Scgb2b26	0	0	0	0	0	0	0	0
Flvcr1	105	257	98	214	143	65	157	249
Insyn1	0	2	0	0	1	0	0	0
Zfp932	685	323	933	646	475	438	497	558
Tecpr1	738	441	1065	1003	435	487	994	1170
Ttc32	203	283	413	254	276	318	287	325
Fbxl18	179	79	4	8	76	72	36	52
Wdr35	301	1200	403	16	265	200	119	184
Lefty2	0	0	0	0	0	0	0	0
Olfr220	0	0	0	0	0	0	0	0
Olfr417	0	0	0	0	0	0	0	0
Ifi208	0	0	1	2	0	0	1	0
Pilrb2	0	0	0	0	0	0	0	0
Pilrb1	0	0	0	0	0	0	0	0
Zbtb16	0	0	0	0	0	0	22	0
Gm13083	0	0	1	0	0	0	0	0
Cyp2b19	0	0	0	0	0	0	0	7
Fxyd6	12	546	143	38	29	51	45	6
Cldn9	0	0	0	0	0	0	0	0
Zfp575	1	76	7	0	1	2	1	0
Vkorc1l1	438	306	352	205	437	162	208	442
Olfr878	0	0	0	0	0	0	0	0
Olfr145	0	0	0	0	0	0	0	0
Olfr877	0	0	0	0	0	0	0	0
Olfr876	0	0	0	0	0	0	0	0
Tnfsf18	0	0	0	0	0	0	0	0
Igfl3	0	0	0	0	0	0	0	0
Psg16	30	25	31	50	54	72	72	81
Obox3	0	0	0	0	0	0	0	4
Zfp648	0	0	0	0	0	0	0	0
Zbtb6	57	78	79	89	42	36	74	124
Rnasel	2	67	115	20	97	145	21	79
Vmn1r84	0	0	0	0	0	0	0	0
Vmn1r83	0	0	0	0	0	0	0	0
Gm10181	0	0	0	0	0	0	0	0
Vmn2r28	0	0	0	0	0	0	0	0
Vmn2r37	0	0	0	0	0	0	0	0
Zfp810	179	396	706	124	42	87	217	188
Zfp772	250	113	274	116	356	248	192	236
Ecsit	470	155	494	317	153	279	352	463
Hmcn1	0	49	0	0	1	1	5	3
Vmn1r65	0	1	0	5	1	1	1	1
Oas1g	0	46	0	0	0	0	0	28
Oas1e	0	0	0	1	0	0	0	0
Nck2	679	612	465	500	528	548	522	744
Gm10184	13	11	16	10	14	12	14	11
Zfp617	263	183	214	274	155	146	87	409
Fbxl12	129	262	224	98	68	105	179	145
Vsig10	511	370	429	399	647	1045	1111	714
Olfr18	0	0	0	0	0	0	0	0
Olfr872	0	0	0	0	0	0	0	0
Olfr870	0	0	0	0	0	0	0	0
Suds3	675	565	396	316	313	485	401	474
Olfr860	0	0	0	0	0	0	0	0
Gm10188	0	0	0	0	0	0	0	0
Gm10190	0	0	0	0	0	0	0	0
Myo1h	0	64	0	0	6	0	0	0
Tmem211	0	0	0	0	0	25	0	0
Cryba4	0	0	0	0	0	0	0	0
Bub3	2955	2552	2463	1920	3075	3394	2587	2868
Serpinb7	0	0	0	0	0	0	0	0
Serpinb5	7053	2345	6796	5354	4275	4234	3205	3742
Vmn2r10	0	0	0	0	0	0	0	0
Cntnap5b	0	0	0	0	0	5	3	7
Unc93a	0	0	0	0	0	2	0	0
Olfr1416	0	0	0	0	0	0	0	0
Hes6	822	865	630	424	308	693	586	894
Asb18	24	22	28	14	4	39	41	24
Gm10197	0	0	0	0	0	0	0	0
Gm10198	0	0	0	0	0	0	0	0
Slc22a7	0	0	0	0	0	0	0	0
Polr1c	1793	1789	1873	1563	1763	1787	1471	1995
Jchain	0	0	32	0	0	29	0	0
Xpo5	135	529	257	48	186	386	178	169
Col4a4	0	0	55	0	0	7	0	0
Mrgpra4	0	0	0	0	0	0	0	0
Olfr132	0	0	0	0	0	0	0	0
Eif1ax	2364	2428	1663	1981	1758	1991	1926	1885
Frat1	0	0	0	0	0	0	0	0
H2-M9	0	0	0	0	0	0	0	0
Lrrc66	0	0	0	0	0	0	0	0
H2-T23	2382	3556	2115	1764	1535	1168	1854	1797
Usp51	0	5	0	0	7	0	0	0
Nipal1	2348	953	1158	1718	3863	3754	3842	2973
Cnga1	0	0	0	0	0	5	0	0
Cyp2c54	0	0	0	0	0	0	0	0
Cyp2c66	0	0	0	0	0	0	0	0
Cyp2c65	0	0	0	0	0	0	0	0
H2-Q10	28	48	7	13	3	5	13	10
Lgi1	119	0	54	0	0	0	0	0
Foxd3	0	0	0	0	0	0	1	0
Vmn1r239-ps	0	0	0	0	0	0	0	0
Rplp0	64180	50632	56052	45654	61024	76426	54801	68935
Capn6	15	1009	109	39	3	104	0	10
Ppp1r3c	0	1	0	0	13	0	0	0
Gm16223	1	0	0	2	1	1	0	0
Rps28	28525	20223	18396	16462	16920	24144	19180	22102
Gm10203	1	0	2	0	0	1	1	1
Ifit1bl2	0	0	0	0	0	0	0	2
Crygd	29	0	0	0	0	0	0	0
Bmpr2	1307	945	1012	1133	953	1004	903	1783
Tuba3b	0	0	0	0	0	0	0	0
H2-Eb2	0	0	0	0	0	0	0	0
Pramel3	0	0	0	0	0	0	0	0
Tmem128	1518	1232	1401	1083	1122	900	941	1412
Lyar	637	477	338	278	288	665	244	615
Trmt2b	1085	589	1032	768	344	457	287	692
B3galt4	40	1	0	69	12	0	61	56
Tspan6	1719	1719	1707	1143	1744	2098	1397	1946
Trim43c	0	0	0	0	0	0	0	0
Zfp563	1	65	97	47	0	54	140	132
Zfp763	79	2	71	87	85	92	76	143
Hmx1	0	0	0	0	0	0	0	0
H2afb1	0	0	0	0	0	0	0	0
Hist1h4j	6	4	0	0	1	0	0	0
Olfr1436	0	0	0	0	0	0	0	0
Olfr262	0	0	0	0	0	0	0	0
Olfr76	0	0	0	0	0	0	0	0
Olfr1428	0	0	0	0	0	0	0	0
Olfr1427	0	0	0	0	0	0	0	0
Olfr1425	0	0	0	0	0	0	0	0
Olfr1424	0	0	0	0	0	0	0	0
Olfr1423	0	0	0	0	0	3	0	0
A630073D07Rik	0	0	0	0	0	0	0	0
Prb1	0	0	0	0	0	0	0	0
Olfr1419	0	0	0	0	0	0	0	0
Dmrtc1c2	0	0	0	0	0	0	0	0
Dmrtc1c1	0	0	0	0	0	0	0	0
Hdac8	266	303	466	276	295	267	295	267
Ms4a15	0	0	0	0	0	10	2	0
Cbln4	0	0	0	0	0	0	5	0
S1pr3	0	0	0	0	3	0	0	0
Klra3	0	0	0	0	0	0	0	0
Krt77	31	5	11	13	19	32	11	11
Dgat2l6	0	0	0	0	0	0	0	0
Klra7	0	0	0	0	0	0	0	0
Nms	0	0	0	0	0	0	0	0
Klri1	0	0	0	0	0	0	0	0
Krt83	0	0	0	0	0	9	0	0
Krt86	0	0	0	0	0	0	0	5
Krt81	0	0	0	0	0	0	0	0
Klk11	0	0	0	0	8	3	0	22
Gm10217	0	0	0	0	0	0	0	0
Syngap1	7	0	1	0	0	0	1	8
Adgrf3	0	0	0	0	2	0	0	0
Mageb18	0	0	0	0	0	0	0	0
Ankrd23	0	7	1	14	6	2	18	4
Slc22a27	0	0	0	0	0	3	0	0
Obp1b	0	0	0	0	0	0	0	0
Obp1a	0	0	0	0	0	0	0	0
Gm10220	0	0	0	0	0	0	1	0
Gm5862	0	0	0	0	0	0	0	0
Tuba3a	0	0	0	0	0	0	0	0
Wfdc13	0	73	0	0	0	29	0	0
Prkag1	530	694	537	225	353	565	446	440
Lpar5	0	0	12	0	0	0	0	45
BC003965	809	654	857	416	726	797	1031	1244
Gbx1	0	0	0	0	1	17	0	0
Khdc1a	6	0	0	0	0	0	0	0
Xlr5c	0	0	0	0	0	0	0	0
Clec4b2	0	0	0	0	0	0	0	0
Xlr4b	0	0	0	25	0	0	6	0
Gm14685	0	0	0	0	0	0	2	0
Defb41	0	0	0	0	0	0	0	0
Pi15	2	45	3	1	0	2	6	2
Nnat	3	120	0	0	4	27	8	1
Blcap	1463	456	1482	869	1412	1205	1405	1510
4930444P10Rik	0	1	0	1	0	1	1	2
Xkr9	0	0	44	0	0	0	0	0
Myl9	50	1985	34	34	0	0	2	0
Pex26	474	251	344	215	246	371	306	620
Romo1	4788	4044	3131	2829	2431	3074	2718	3258
4933402N22Rik	0	0	0	0	0	0	0	0
Arfgef1	1853	1149	2733	1530	2100	2015	1982	2635
Speer3	0	0	0	0	0	2	0	0
Zic3	0	0	0	0	0	0	0	0
Ccdc87	0	0	0	0	0	0	0	0
Htatsf1	881	740	1025	833	892	840	899	1453
Map7d3	15	90	0	0	0	8	0	0
Vxn	0	0	0	0	0	0	0	0
Sptbn2	355	75	263	161	212	477	250	626
Slxl1	0	0	0	0	0	0	0	0
Zfp991	168	110	185	110	175	83	147	181
Rex2	0	0	0	0	0	0	0	0
Rtl8b	11	124	19	13	32	24	22	23
Rtl8a	34	158	26	25	24	33	4	67
Zfp760	81	98	8	152	20	89	84	162
Gm10226	0	0	42	82	1	0	14	20
Zfp948	474	472	655	551	883	782	746	757
Gm7168	0	0	0	0	0	0	0	0
Zfp160	151	227	347	172	182	157	123	210
Vmn1r227	0	0	0	0	0	0	0	0
Olfr1321	0	0	0	0	0	0	0	0
Gtf2f2	613	285	561	398	906	506	463	896
Bpifb9b	0	0	0	0	0	0	0	0
Bpifb9a	0	0	0	0	0	0	0	0
Bpifb3	0	0	0	0	0	0	0	0
Bpifb6	0	0	0	0	0	0	0	0
Mkrn2os	0	1	0	2	0	0	0	1
Lrch1	225	85	469	212	182	400	521	419
Afdn	332	208	265	281	285	321	588	608
Mas1	0	0	0	35	0	0	0	0
Tcp1	5270	3136	4361	3673	4198	4087	3061	4559
Tm9sf4	322	1007	851	1023	675	929	614	1318
Rhox9	0	0	0	0	0	0	0	0
1110057P08Rik	0	0	0	0	0	0	0	0
Gm7735	0	0	0	0	0	0	0	0
Gm6358	0	0	0	0	0	0	0	0
1110025L11Rik	0	0	0	0	0	0	0	0
Gm10228	0	0	0	0	0	0	0	0
Gm10229	0	0	0	0	0	0	0	0
2310034C09Rik	0	0	0	0	0	0	0	0
Tcf15	0	0	0	0	0	0	0	0
Grxcr1	0	0	0	0	0	0	0	0
Cyp2d40	0	0	0	0	0	0	0	0
Cyp2d11	0	0	0	0	0	20	0	0
Cyp2d9	0	0	0	0	0	0	0	0
1500009C09Rik	0	6	0	0	0	0	0	0
Cenpm	607	960	258	305	369	188	387	250
Tnfrsf13c	0	0	0	0	0	10	31	0
Gm4907	0	0	0	0	0	0	0	0
Ccdc134	223	16	35	56	94	133	65	197
Ninl	311	161	287	68	45	126	120	160
Mei1	0	0	0	0	0	7	0	0
Agtr2	0	0	0	0	0	0	0	0
Cst7	0	0	0	0	0	0	0	0
Zfp442	56	23	10	70	224	2	36	113
Zfp120	196	254	196	603	217	45	438	290
Tex13c3	0	0	0	0	0	0	0	0
Insm1	0	0	0	0	0	0	0	7
Csnka2ip	0	0	0	0	0	0	0	0
Btg1-ps1	0	0	0	0	0	0	0	0
Gm10234	0	0	0	0	0	0	0	0
Olfr203	0	0	0	0	0	0	0	0
Ndufaf2	463	576	436	344	230	288	273	327
Col8a1	0	484	0	0	0	37	0	0
Macrod2	88	147	53	19	72	57	107	109
Pick1	310	226	399	330	273	364	400	493
Ssxb9	0	0	0	0	0	0	0	0
Ssxb10	0	0	0	0	0	0	0	1
Lgals1	4326	90621	2938	1477	41	109	64	2502
Il2rb	0	0	0	15	0	0	7	0
Vmn1r43	0	0	0	0	0	0	0	0
Vmn1r42	0	0	0	0	0	0	0	0
Vmn1r44	0	0	0	0	0	0	0	0
Gm11808	547	355	394	313	420	886	325	456
Phf11d	223	767	348	256	2	47	48	73
Apol9b	10	58	0	0	0	0	0	0
Amn1	305	195	548	481	288	287	381	310
Apol7b	0	5	0	0	0	0	0	0
Olfr461	0	0	24	0	0	0	0	0
Efcc1	3	193	1	0	1	5	2	2
Ap5s1	97	417	415	321	389	442	328	659
Cenpb	1126	1160	1264	792	1293	1533	1143	1632
Shroom4	3	45	0	83	126	261	92	132
Usf3	866	117	705	828	228	379	378	846
Cma2	0	0	0	0	0	0	0	0
